Sequence,FileName,Start,End,Duration,TotalRecords,TotalInifiniteValues
80,../../data/meterdata/london/block_44.csv,24/04/2025 12:47:41 +02:00,24/04/2025 12:48:06 +02:00,355,1604160,900
81,../../data/meterdata/london/block_78.csv,24/04/2025 12:48:06 +02:00,24/04/2025 12:48:31 +02:00,689,1469520,900
82,../../data/meterdata/london/block_79.csv,24/04/2025 12:48:31 +02:00,24/04/2025 12:48:57 +02:00,781,1437408,910
83,../../data/meterdata/london/block_45.csv,24/04/2025 12:48:57 +02:00,24/04/2025 12:49:27 +02:00,524,1576512,882
84,../../data/meterdata/london/block_51.csv,24/04/2025 12:49:27 +02:00,24/04/2025 12:49:55 +02:00,558,1566624,900
85,../../data/meterdata/london/block_86.csv,24/04/2025 12:49:55 +02:00,24/04/2025 12:50:19 +02:00,558,1392288,882
86,../../data/meterdata/london/block_92.csv,24/04/2025 12:50:19 +02:00,24/04/2025 12:50:45 +02:00,625,1543728,882
87,../../data/meterdata/london/block_84.csv,24/04/2025 12:50:45 +02:00,24/04/2025 12:51:08 +02:00,771,1351584,882
88,../../data/meterdata/london/block_90.csv,24/04/2025 12:51:08 +02:00,24/04/2025 12:51:33 +02:00,84,1425312,882
89,../../data/meterdata/london/block_47.csv,24/04/2025 12:51:33 +02:00,24/04/2025 12:52:04 +02:00,565,1684608,900
90,../../data/meterdata/london/block_53.csv,24/04/2025 12:52:04 +02:00,24/04/2025 12:52:37 +02:00,85,1473552,905
91,../../data/meterdata/london/block_52.csv,24/04/2025 12:52:37 +02:00,24/04/2025 12:53:12 +02:00,932,1501536,882
92,../../data/meterdata/london/block_46.csv,24/04/2025 12:53:12 +02:00,24/04/2025 12:54:04 +02:00,101,1633872,882
93,../../data/meterdata/london/block_91.csv,24/04/2025 12:54:04 +02:00,24/04/2025 12:54:31 +02:00,916,1425984,887
94,../../data/meterdata/london/block_85.csv,24/04/2025 12:54:31 +02:00,24/04/2025 12:55:00 +02:00,458,1408080,828
95,../../data/meterdata/london/block_81.csv,24/04/2025 12:55:00 +02:00,24/04/2025 12:55:22 +02:00,89,1337952,882
96,../../data/meterdata/london/block_95.csv,24/04/2025 12:55:22 +02:00,24/04/2025 12:55:48 +02:00,833,1530720,910
97,../../data/meterdata/london/block_42.csv,24/04/2025 12:55:48 +02:00,24/04/2025 12:56:13 +02:00,834,1534080,900
98,../../data/meterdata/london/block_56.csv,24/04/2025 12:56:13 +02:00,24/04/2025 12:56:38 +02:00,966,1514448,900
99,../../data/meterdata/london/block_57.csv,24/04/2025 12:56:38 +02:00,24/04/2025 12:57:03 +02:00,307,1494432,864
100,../../data/meterdata/london/block_43.csv,24/04/2025 12:57:03 +02:00,24/04/2025 12:57:31 +02:00,847,1525056,900
101,../../data/meterdata/london/block_94.csv,24/04/2025 12:57:31 +02:00,24/04/2025 12:57:59 +02:00,869,1605216,900
102,../../data/meterdata/london/block_80.csv,24/04/2025 12:57:59 +02:00,24/04/2025 12:58:24 +02:00,506,1393968,864
103,../../data/meterdata/london/block_96.csv,24/04/2025 12:58:24 +02:00,24/04/2025 12:58:54 +02:00,885,1545456,905
104,../../data/meterdata/london/block_82.csv,24/04/2025 12:58:54 +02:00,24/04/2025 12:59:23 +02:00,689,1356192,900
105,../../data/meterdata/london/block_69.csv,24/04/2025 12:59:23 +02:00,24/04/2025 12:59:49 +02:00,419,1347168,900
106,../../data/meterdata/london/block_55.csv,24/04/2025 12:59:49 +02:00,24/04/2025 13:00:16 +02:00,902,1462800,900
107,../../data/meterdata/london/block_41.csv,24/04/2025 13:00:16 +02:00,24/04/2025 13:00:42 +02:00,176,1490496,882
108,../../data/meterdata/london/block_40.csv,24/04/2025 13:00:42 +02:00,24/04/2025 13:01:11 +02:00,831,1515408,911
109,../../data/meterdata/london/block_54.csv,24/04/2025 13:01:11 +02:00,24/04/2025 13:01:42 +02:00,948,1504848,900
110,../../data/meterdata/london/block_68.csv,24/04/2025 13:01:42 +02:00,24/04/2025 13:02:11 +02:00,445,1424208,864
111,../../data/meterdata/london/block_83.csv,24/04/2025 13:02:11 +02:00,24/04/2025 13:02:40 +02:00,390,1425840,887
112,../../data/meterdata/london/block_97.csv,24/04/2025 13:02:40 +02:00,24/04/2025 13:03:09 +02:00,329,1535664,900
