Sequence,FileName,Start,End,Duration,TotalRecords,TotalInifiniteValues
72,../../data/meterdata/london/block_9.csv,24/04/2025 11:14:23 +02:00,24/04/2025 11:14:25 +02:00,311,1563072,900
73,../../data/meterdata/london/block_23.csv,24/04/2025 11:14:25 +02:00,24/04/2025 11:14:26 +02:00,202,1417296,900
74,../../data/meterdata/london/block_37.csv,24/04/2025 11:14:26 +02:00,24/04/2025 11:14:27 +02:00,288,1509888,900
75,../../data/meterdata/london/block_105.csv,24/04/2025 11:14:27 +02:00,24/04/2025 11:14:28 +02:00,286,1517088,900
76,../../data/meterdata/london/block_111.csv,24/04/2025 11:14:28 +02:00,24/04/2025 11:14:29 +02:00,393,467520,288
77,../../data/meterdata/london/block_93.csv,24/04/2025 11:14:29 +02:00,24/04/2025 11:14:30 +02:00,358,1600032,900
78,../../data/meterdata/london/block_87.csv,24/04/2025 11:14:30 +02:00,24/04/2025 11:14:31 +02:00,272,1509600,869
79,../../data/meterdata/london/block_50.csv,24/04/2025 11:14:31 +02:00,24/04/2025 11:14:33 +02:00,310,1535520,864
80,../../data/meterdata/london/block_44.csv,24/04/2025 11:14:33 +02:00,24/04/2025 11:14:34 +02:00,358,1604160,900
81,../../data/meterdata/london/block_78.csv,24/04/2025 11:14:34 +02:00,24/04/2025 11:14:35 +02:00,244,1469520,900
82,../../data/meterdata/london/block_79.csv,24/04/2025 11:14:35 +02:00,24/04/2025 11:14:37 +02:00,210,1437408,910
83,../../data/meterdata/london/block_45.csv,24/04/2025 11:14:37 +02:00,24/04/2025 11:14:38 +02:00,420,1576512,882
84,../../data/meterdata/london/block_51.csv,24/04/2025 11:14:38 +02:00,24/04/2025 11:14:39 +02:00,309,1566624,900
85,../../data/meterdata/london/block_86.csv,24/04/2025 11:14:39 +02:00,24/04/2025 11:14:40 +02:00,190,1392288,882
86,../../data/meterdata/london/block_92.csv,24/04/2025 11:14:40 +02:00,24/04/2025 11:14:42 +02:00,321,1543728,882
87,../../data/meterdata/london/block_84.csv,24/04/2025 11:14:42 +02:00,24/04/2025 11:14:43 +02:00,137,1351584,882
88,../../data/meterdata/london/block_90.csv,24/04/2025 11:14:43 +02:00,24/04/2025 11:14:44 +02:00,206,1425312,882
89,../../data/meterdata/london/block_47.csv,24/04/2025 11:14:44 +02:00,24/04/2025 11:14:46 +02:00,398,1684608,900
90,../../data/meterdata/london/block_53.csv,24/04/2025 11:14:46 +02:00,24/04/2025 11:14:47 +02:00,243,1473552,905
91,../../data/meterdata/london/block_52.csv,24/04/2025 11:14:47 +02:00,24/04/2025 11:14:48 +02:00,291,1501536,882
